"SITE_ID", "GROUP_ID", "VARIABLE_GROUP", "SITE_DESC", 
"PE-QFR", "86036", "GRP_SITE_DESC", "The study site is located at Quistococha on the outskirts of Iquitos, Loreto region, Peru. Quistococha is a natural protected forest reserve and an official scientific research area for IIAP. The EC flux tower (45 m tall)  is located at 73o 19’ 08.1’’ W; 3o 50’ 03.9’’ S within a pristine palm swamp peatland that is within the reserve. The major vegetation type is Mauritia flexuosa (moriche palm, or aguaje in Spanish, reaching 35 m height).", 
"PE-TNR", "85921", "GRP_SITE_DESC", "Located within the Tambopata National Reserve in the Madre de Dios Region in Peru. Oldest permament forest inventory plots in western Amazon originally set up by A. Gentry and O. Phillips in the 1980s, Missouri Botanical Garden. Primary forest with 35 m canopy height average. Flux measurements start in 2012. Area contains plots TAM01-TAM09 of the RANFOR network. Plot TAM-09 is within tower footprint.", 
"PR-xGU", "85633", "GRP_SITE_DESC", "The Guanica Forest (GUAN) site is located on the southwest corner of the main island of Puerto Rico in a protected forest with primary phenological species of Gymnanthes lucida, Pisonia albida, and Bursera simaruba. The mean canopy height is approximately 10 m.", 
"PR-xLA", "85603", "GRP_SITE_DESC", "The NEON Lajas Experimental Station (LAJA) site is located on the southwest corner of the main island of Puerto Rico in a experimental range. This is a grassland site that is periodically grazed by cattle.", 
"US-A03", "85017", "GRP_SITE_DESC", "This site is located at ARM AMF3 site near Point Oliktok, AK", 
"US-A10", "85086", "GRP_SITE_DESC", "This site is located at ARM North Slope of Alaska site near Barrow, AK", 
"US-A32", "30050", "GRP_SITE_DESC", "This site is located at the ARM SGP Extended Facility E32, 8 km West of Medford, OK", 
"US-A39", "85072", "GRP_SITE_DESC", "This site is located at ARM SGP Extended Facility 39 near Morrison, OK", 
"US-A74", "30078", "GRP_SITE_DESC", "This site is located near the ARM SGP Central Facility at the intersection of Oklahoma highways 11 and 74, 16.5 km East of Medford, OK", 
"US-Act", "81638", "GRP_SITE_DESC", "This tower is located at Acton Lake, a eutrophic reservoir immediately surrounded by forest but draining an agricultural watershed in Hueston Woods State Park outside of Oxford, OH. The EC instrumentation was originally deployed 25 m from shore on a dock piling. In April of 2018 a lake tower was installed >200 m from the closest shoreline. The EC instrumentation was deployed on this aquatic tower on 7 May 2018.", 
"US-ADR", "15384", "GRP_SITE_DESC", "This tower is located at the Amargosa Desert Research Site (ADRS). The U.S. Geological Survey (USGS) began studies of unsaturated zone hydrology at ADRS in 1976. Over the years, USGS investigations at ADRS have provided long-term "benchmark" information about the hydraulic characteristics and soil-water movement for both natural-site conditions and simulated waste-site conditions in an arid environment. The ADRS is located in a creosote-bush community adjacent to disposal trenches for low-level radioactive waste.

", 
"US-Akn", "22261", "GRP_SITE_DESC", "The Aiken site is located within the Atlantic Coastal Plain Providence on a U.S. Department of Energy reservation (806 sq km) at Savannah River National Laboratory. Areas of the site not used for industrial purposes were planted with forests starting in the early 1950s, including the site of the Aiken tower. The site measurements are representative of the southeastern US within a mixed agricultural, residential, and industrial zone.", 
"US-ALQ", "83479", "GRP_SITE_DESC", "This tower is located near Allequash creek in a wetland.", 
"US-An1", "5844", "GRP_SITE_DESC", "The Anaktuvuk River fire on the North Slope of Alaska started on July 16, 2007 by lightning. It continued until the end of September when nearby lakes had already frozen over and burned >256,000 acres, creating a mosaic of patches that differed in burn severity.  The Anaktuvuk River Severe Burn, Moderate Burn, and Unburned sites are 40 km to the west of the nearest road and were selected in late May 2008 to determine the effects of the fire on carbon, water, and energy exchanges during the growing season. Because the fire had burned through September of the previous year, initial deployment of flux towers occurred prior to any significant vegetative regrowth, and our sampling campaign captured the full growing season in 2008. The Severe Burn site consisted of a large area in which all of the green vegetation were consumed in the fire and some of the organic matter had burnt to the mineral soil in many places. A bear damaged the tower during the last week of August 2008, and it was repaired shortly after.", 
"US-An2", "5845", "GRP_SITE_DESC", "The Anaktuvuk River fire on the North Slope of Alaska started on July 16, 2007 by lightning. It continued until the end of September when nearby lakes had already frozen over and burned >256,000 acres, creating a mosaic of patches that differed in burn severity.  The Anaktuvuk River Severe Burn, Moderate Burn, and Unburned sites are 40 km to the west of the nearest road and were selected in late May 2008 to determine the effects of the fire on carbon, water, and energy exchanges during the growing season. Because the fire had burned through September of the previous year, initial deployment of flux towers occurred prior to any significant vegetative regrowth, and our sampling campaign captured the full growing season in 2008. The Moderate Burn site consisted of a large area with small patches of completely and partially burned tundra intermixed across the landscape.", 
"US-An3", "10127", "GRP_SITE_DESC", "The Anaktuvuk River fire on the North Slope of Alaska started on July 16, 2007 by lightning. It continued until the end of September when nearby lakes had already frozen over and burned >256,000 acres, creating a mosaic of patches that differed in burn severity.  The Anaktuvuk River Severe Burn, Moderate Burn, and Unburned sites are 40 km to the west of the nearest road and were selected in late May 2008 to determine the effects of the fire on carbon, water, and energy exchanges during the growing season. Because the fire had burned through September of the previous year, initial deployment of flux towers occurred prior to any significant vegetative regrowth, and our sampling campaign captured the full growing season in 2008. The Unburned site was located in a large area of tundra that was unaffected by the fire.", 
"US-AR1", "15964", "GRP_SITE_DESC", "The ARM USDA UNL OSU Woodward Switchgrass 1 tower is located on public land owned by the USDA-ARS Southern Plains Range Research Station in Woodward, Oklahoma. The site is on a former native prairie that is in the process of changing to switchgrass. A second companion site (ARM USDA UNL OSU Woodward Switchgrass 2) is on a former wheat field. In Spring 2009, the former native prairie site was burned, cattle were put on the pasture to graze down emergent grass, and broadleaf herbicide was sprayed. In Summer 2009, the cattle were removed from the pasture, and the site was sprayed with herbicide to kill all grass. In Spring 2010, prior to the planting of switchgrass, final herbicide was sprayed to kill cheat grass and to control broadleaf plants.", 
"US-AR2", "15984", "GRP_SITE_DESC", "The ARM USDA UNL OSU Woodward Switchgrass 2 tower is located on public land owned by the USDA-ARS Southern Plains Range Research Station in Woodward, Oklahoma. The site is on a former wheat field that is in the process of changing to switchgrass. A companion site (ARM USDA UNL OSU Woodward Switchgrass 1) is on a former native prairie. Previous wheat was planted in Fall 2008. In Spring 2009, herbicide was applied to kill the wheat prior to switchgrass planting. Later in the year, the site was sprayed with post-emergence herbicide. In 2010, fertilization occurred before herbicide was sprayed for broadleaf control.", 
"US-ARb", "1624", "GRP_SITE_DESC", "The ARM SGP Burn site is located in the native tallgrass prairies of the USDA Grazinglands Research Laboratory near El Reno, OK. One of two adjacent 35 ha plots, the US-ARb plot was burned on 2005/03/08. The second plot, US-ARc, was left unburned as the control for experimental purposes. Aside from 2005, the region evaded burning activities for at least 15 years. Current disturbances consist of only light grazing activities.", 
"US-ARc", "5893", "GRP_SITE_DESC", "The ARM SGP Control site is located in the native tallgrass prairies of the USDA Grazinglands Research Laboratory near El Reno, OK. One of two adjacent 35 ha plots with identical towers, measurements at the US-ARc unburned plot are used as the experimental control. The second plot, US-Arb, was burned on 2005/03/08. Measurement comparisons between the control and burn plot are used to address questions regarding the effects of burning activities on carbon fluxes. The region evaded burning activities for at least 15 years. Current disturbances consist of only light grazing activities.", 
"US-ARM", "29687", "GRP_SITE_DESC", "Central facility tower crop field (winter wheat, corn, soy, alfalfa). The site also has continuous measurements of precise mixing ratios of CO2, CH4, CO, N2O, and isotopic ratio of 13CO2.  In addition to 4 m system, there are sonic anemometers at 25 m and 60 m.", 
"US-ASL", "86762", "GRP_SITE_DESC", "almond orchard in San Joaquin Valley.  Lowest salinity almond orchard in network", 
"US-ASM", "86742", "GRP_SITE_DESC", "almond orchard in San Joaquin Valley.  Different water source and water quality than adjacent site US-SAH", 
"US-Atq", "14890", "GRP_SITE_DESC", "This site is 100 km south of Barrow, Alaska, Variety of moist-wet coastal sedge tundra, and moist-tussock tundra surfaces in the more well-drained upland.", 
"US-Aud", "30773", "GRP_SITE_DESC", "None supplied.", 
"US-Bar", "4336", "GRP_SITE_DESC", "The Bartlett Experimental Forest (448170 N, 71830 W) is located within the White Mountains National Forest in north-central New Hampshire, USA. The 1050 ha forest extends across an elevational range from 200 to 900 m a.s.l. It was established in 1931 and is managed by the USDA Forest Service Northeastern Research Station in Durham, NH. The climate is humid continental with short, cool summers (mean July temperature, 19.8C) and long, cold winters (mean January temperature, 9.8C). Annual precipitation averages 130 cm and is distributed evenly throughout the year. Soils are developed from glacial till and are predominantly shallow, well-drained spodosols. At lowto mid-elevation, vegetation is dominated by northern hardwoods (American beech, Fagus grandifolia; sugar maple, Acer saccharum; yellow birch, Betula alleghaniensis; with some red maple, Acer rubrum and paper birch, Betula papyrifera). Conifers (eastern hemlock, Tsuga canadensis; eastern white pine, Pinus strobus; red spruce, Picea rubens) are occasionally found intermixed with the more abundant deciduous species but are generally confined to the highest (red spruce) and lowest (hemlock and pine) elevations. In 2003, the site was adopted as a NASA North American Carbon Program (NACP) Tier-2 field research and validation site. A 26.5 m high tower was installed in a low-elevation northern hardwood stand in November, 2003, for the purpose of making eddy covariance measurements of the forest–atmosphere exchange of CO2, H2O and radiant energy. Continuous flux and meteorological measurements began in January, 2004, and are ongoing. Average canopy height in the vicinity of the tower is approximately 20–22 m. In the tower footprint, the forest is predominantly classified into red maple, sugar maple, and American beech forest types. Leaf area index in the vicinity of the tower is 3.6 as measured by seasonal litterfall collection, and 4.5 as measured by the optically based Li-Cor LAI-2000 instrument. Further site information: http://www.fs.fed.us/ne/durham/4155/bartlett.htm", 
