"SITE_ID", "GROUP_ID", "VARIABLE_GROUP", "LAI_TYPE", "LAI_COMMENT", "LAI_TOT", "LAI_CLUMP", "LAI_METHOD", "LAI_APPROACH", "LAI_DATE", "LAI_U", "LAI_TOT_SPATIAL_VARIABILITY", "LAI_O_DEC", "LAI_O_DEC_SPATIAL_REP_NUMBER", "LAI_O_DEC_SPATIAL_VARIABILITY", "LAI_O_EVG", "LAI_O_EVG_SPATIAL_VARIABILITY", "LAI_U_SPATIAL_REP_NUMBER", "LAI_U_SPATIAL_VARIABILITY", "LAI_TOT_SPATIAL_REP_NUMBER", "LAI_DATE_UNC", 
"CA-Oas", "28371", "GRP_LAI", "LAI", "LAI 2000 + TRAC, POTR5, n=5", "1.63", "0.98", "other", , "19980819", , "0.09", , , , , , , , , , 
"CA-Oas", "28639", "GRP_LAI", "LAI", "LAI 2000 + TRAC, POTR5, n=4", "2.23", "0.98", "other", , "19970821", , "0.45", , , , , , , , , , 
"CA-Oas", "28640", "GRP_LAI", "LAI", "LAI 2000 + TRAC, POTR5, n=2", "1.79", "0.98", "other", , "20020704", , "0.07", , , , , , , , , , 
"CA-Oas", "28641", "GRP_LAI", "LAI", "LAI 2000 + TRAC, POTR5, n=1", "0.05", "0.98", "other", , "20030509", , , , , , , , , , , , 
"CA-Oas", "28705", "GRP_LAI", "LAI", "LAI 2000 + TRAC, POTR5, n=1", "0.61", "0.98", "other", , "19970515", , , , , , , , , , , , 
"CA-Oas", "28706", "GRP_LAI", "LAI", "LAI 2000 + TRAC, POTR5, n=1", "1.72", "0.98", "other", , "19970529", , , , , , , , , , , , 
"CA-Oas", "29237", "GRP_LAI", "LAI", "LAI 2000 + TRAC, POTR5, n=4", "2.19", "0.98", "other", , "19970619", , "0.65", , , , , , , , , , 
"CA-Oas", "29238", "GRP_LAI", "LAI", "LAI 2000 + TRAC, POTR5, n=6", "1.91", "0.98", "other", , "20040909", , "0.08", , , , , , , , , , 
"CA-Oas", "29351", "GRP_LAI", "LAI", "LAI 2000 + TRAC, POTR5, n=6", "2.34", "0.98", "other", , "19970717", , "0.31", , , , , , , , , , 
"CA-Oas", "29352", "GRP_LAI", "LAI", "LAI 2000 + TRAC, POTR5, n=3", "1.82", "0.98", "other", , "19970925", , "1.14", , , , , , , , , , 
"CA-Oas", "29353", "GRP_LAI", "LAI", "LAI 2000 + TRAC, POTR5, n=3", "1.57", "0.98", "other", , "19980618", , "0.09", , , , , , , , , , 
"CA-Oas", "29564", "GRP_LAI", "LAI", "LAI 2000 + TRAC, POTR5, n=7", "2.66", "0.98", "other", , "20000809", , "0.45", , , , , , , , , , 
"CA-Oas", "29565", "GRP_LAI", "LAI", "LAI 2000 + TRAC, POTR5, n=2", "0.03", "0.98", "other", , "20020515", , "0.01", , , , , , , , , , 
"CA-Oas", "29566", "GRP_LAI", "LAI", "LAI 2000 + TRAC, POTR5, n=2", "2.04", "0.98", "other", , "20040804", , "0.13", , , , , , , , , , 
"CA-Obs", "25457", "GRP_LAI", "LAI", "LAI-2000 + TRAC", "3.23", "0.899", , , "19970823", , , , , , , , , , , , 
"CA-Obs", "25458", "GRP_LAI", "LAI", "LAI-2000 + TRAC", "3.09", "0.899", , , "20040806", , , , , , , , , , , , 
"CA-Obs", "25599", "GRP_LAI", "LAI", "LAI-2000 + TRAC", "2.98", "0.899", , , "20010717", , , , , , , , , , , , 
"CA-Obs", "25600", "GRP_LAI", "LAI", "LAI-2000 + TRAC", "3.33", "0.899", , , "20010817", , , , , , , , , , , , 
"CA-Obs", "25836", "GRP_LAI", "LAI", "LAI-2000 + TRAC", "3.41", "0.899", , , "19971005", , , , , , , , , , , , 
"CA-Obs", "26216", "GRP_LAI", "LAI", "LAI-2000 + TRAC", "1.89", "0.899", , , "19980717", , , , , , , , , , , , 
"CA-Obs", "26469", "GRP_LAI", "LAI", "LAI-2000 + TRAC", "2.81", "0.899", , , "20010515", , , , , , , , , , , , 
"CA-Obs", "26470", "GRP_LAI", "LAI", "LAI-2000 + TRAC", "2.58", "0.899", , , "20040428", , , , , , , , , , , , 
"CA-Ojp", "27116", "GRP_LAI", "LAI", "LAI-2000 + TRAC", "2", "0.85", "other", , "20010817", , "0.01", , , , , , , , , , 
"CA-Ojp", "27121", "GRP_LAI", "LAI", "LAI-2000 + TRAC", "1.88", "0.85", "other", , "20010515", , "0.04", , , , , , , , , , 
"CA-Ojp", "27419", "GRP_LAI", "LAI", "LAI-2000 + TRAC", "2.01", "0.85", "other", , "20040730", , "0.24", , , , , , , , , , 
"CA-Ojp", "27762", "GRP_LAI", "LAI", "LAI-2000 + TRAC", "1.68", "0.85", "other", , "19970718", , "0.04", , , , , , , , , , 
"CA-Ojp", "28034", "GRP_LAI", "LAI", "LAI-2000 + TRAC", "1.84", "0.85", "other", , "20040426", , "0.00", , , , , , , , , , 
"CA-Ojp", "28378", "GRP_LAI", "LAI", "LAI-2000 + TRAC", "2.06", "0.85", "other", , "19970823", , "0.10", , , , , , , , , , 
"CA-Ojp", "28379", "GRP_LAI", "LAI", "LAI-2000 + TRAC", "1.94", "0.85", "other", , "19980524", , "0.13", , , , , , , , , , 
"CA-Ojp", "28645", "GRP_LAI", "LAI", "LAI-2000 + TRAC", "1.99", "0.85", "other", , "20010717", , "0.08", , , , , , , , , , 
"CA-Ojp", "28646", "GRP_LAI", "LAI", "LAI-2000 + TRAC", "1.82", "0.85", "other", , "20040806", , "0.14", , , , , , , , , , 
"CA-Ojp", "29248", "GRP_LAI", "LAI", "LAI-2000 + TRAC", "1.91", "0.85", "other", , "20050707", , "0.01", , , , , , , , , , 
"CA-Ojp", "29362", "GRP_LAI", "LAI", "LAI-2000 + TRAC", "1.63", "0.85", "other", , "19971003", , "0.28", , , , , , , , , , 
"CA-Ojp", "29363", "GRP_LAI", "LAI", "LAI-2000 + TRAC", "1.96", "0.85", "other", , "19980717", , "0.09", , , , , , , , , , 
"CA-Qcu", "24531", "GRP_LAI", "LAI", "(range 0.715-0.82) Source:      Giasson et al  2006.  Agric. For. Meteorol. 140, 23-40.
Mesic areas accounted for approximately 75% of the total surface area of the footprint and humid areas accounted for 25%
Mesic_Before scarification (2001):
LAI total:  0,85
Humid_ Before scarification (2001):
LAI total:  0,31
0.715
Mesic_After scarification (2005):
LAI total:  0,62
Humid_ After scarification (2005):
LAI total:  1,43
0.8225", "0.7675", , , , , , , , , , , , , , , , 
"CA-Qfo", "25384", "GRP_LAI", "LAI", "Chen et al. (2006, Agricultural and Forest Meteorology 140, 257-268)", "3.7", , "Other", "LAI TRAC + LAI 2000", "2003", , , , , , , , , , , , 
"CA-SF1", "24404", "GRP_LAI", "LAI", "2005", "3.4", , , , , , , , , , , , , , , , 
"CA-SF2", "23892", "GRP_LAI", "LAI", "2005", "3", , , , , , , , , , , , , , , , 
"CA-SF3", "24272", "GRP_LAI", "LAI", ":
2004", "1.1", , , , , , , , , , , , , , , , 
"CA-SJ1", "28498", "GRP_LAI", "LAI", "measured followed Fluxnet-Canada protocol", "1.14", , "Other", "LAI-2000 + TRAC", "20040730", , , , , , , , , , , , 
"CA-SJ2", "28165", "GRP_LAI", "LAI", "estimated using NDVI in 2006; Zha et al. (2008,Global Change Biology in press)", "0.18", , "other", , "2006", , , , , , , , , , , , 
"CA-SJ3", "27279", "GRP_LAI", "LAI", "measured followed Fluxnet-Canada protocol", "2.9", "0.83", , , "20050721", , , , , , , , , , , , 
"CA-SJ3", "27280", "GRP_LAI", "LAI", "measured followed Fluxnet-Canada protocol", "3.1", "0.93", , , "20050807", , , , , , , , , , , , 
"CA-TP1", "29001", "GRP_LAI", "LAI", "clumping index not accounted in LAI estimates", "0.45", , "LAI_2000", , "20040517", , , , , , , , , , , , 
"CA-TP2", "29471", "GRP_LAI", "LAI", "LAI estimates with LAI2000 and TRAC, see Chen et al 2006", "12.8", "1", "LAI_2000", , "20050716", , , , , , , , , , , , 
"CA-TP3", "28518", "GRP_LAI", "LAI", "LAI estimates with LAI2000 and TRAC, see Chen et al 2006", "5.9", "0.99", "LAI_2000", , "20050716", , , , , , , , , , , , 
"CA-TP4", "25764", "GRP_LAI", "LAI", "LAI estimates with LAI2000 and TRAC, see Chen et al 2006", "8", "0.98", "LAI_2000", , "20050716", , , , , , , , , , , , 
"CA-WP1", "24146", "GRP_LAI", "LAI", "The total leaf area index (LAI) ....while measurements on harvested dwarf shrubs and herbs indicated a LAI of 0.45 ± 0.09, and point frame analysis of moss resulted in a value of 0.85 ± 0.04. (Data from the site's PI.)                 See also paper containing comprehensive site information.", "2.61", , , , , "1.3", , , , , , , , , , , 
"CA-WP2", "25042", "GRP_LAI", "LAI", "Glenn_et_al_AgricForestMeteorol_2006 (140):115-135
page115", "1.52", , , , , , , , , , , , , , , , 
"CA-WP3", "24787", "GRP_LAI", "LAI", "Glenn_et_al_AgricForestMeteorol_2006 (140):115-135
page115", "1.09", , , , , , , , , , , , , , , , 
"CR-Lse", "23628", "GRP_LAI", "LAI", , "5.7", , , , , , , , , , , , , , , , 
"US-ARb", "24145", "GRP_LAI", "LAI", , "3.24949", , , , , "3.24949", , , , , , , , , , , 
"US-ARc", "24016", "GRP_LAI", "LAI", , "2.106", , , , , "2.106", , , , , , , , , , , 
"US-ARM", "89588", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20020408", , , , , , , , , , , , 
"US-ARM", "89589", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20020408", , , , , , , , , , , , 
"US-ARM", "89590", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20020502", , , , , , , , , , , , 
"US-ARM", "89591", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20020502", , , , , , , , , , , , 
"US-ARM", "89592", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20020510", , , , , , , , , , , , 
"US-ARM", "89593", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20020510", , , , , , , , , , , , 
"US-ARM", "89594", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20030130", , , , , , , , , , , , 
"US-ARM", "89595", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20030130", , , , , , , , , , , , 
"US-ARM", "89596", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20030220", , , , , , , , , , , , 
"US-ARM", "89597", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20030220", , , , , , , , , , , , 
"US-ARM", "89598", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20030313", , , , , , , , , , , , 
"US-ARM", "89599", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20030313", , , , , , , , , , , , 
"US-ARM", "89600", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20030327", , , , , , , , , , , , 
"US-ARM", "89601", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20030327", , , , , , , , , , , , 
"US-ARM", "89602", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20030423", , , , , , , , , , , , 
"US-ARM", "89603", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20030423", , , , , , , , , , , , 
"US-ARM", "89604", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20030507", , , , , , , , , , , , 
"US-ARM", "89605", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20030507", , , , , , , , , , , , 
"US-ARM", "89606", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20030528", , , , , , , , , , , , 
"US-ARM", "89607", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20030528", , , , , , , , , , , , 
"US-ARM", "89608", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20040316", , , , , , , , , , , , 
"US-ARM", "89609", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20040316", , , , , , , , , , , , 
"US-ARM", "89610", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20040331", , , , , , , , , , , , 
"US-ARM", "89611", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20040331", , , , , , , , , , , , 
"US-ARM", "89612", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20040421", , , , , , , , , , , , 
"US-ARM", "89613", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20040421", , , , , , , , , , , , 
"US-ARM", "89614", "GRP_LAI", "PAI", "corn", , , "LAI_2000", , "20050525", , , , , , , , , , , , 
"US-ARM", "89615", "GRP_LAI", "PAI", "corn", , , "LAI_2000", , "20050525", , , , , , , , , , , , 
"US-ARM", "89616", "GRP_LAI", "PAI", "corn", , , "LAI_2000", , "20050525", , , , , , , , , , , , 
"US-ARM", "89617", "GRP_LAI", "PAI", "corn", , , "LAI_2000", , "20050525", , , , , , , , , , , , 
"US-ARM", "89618", "GRP_LAI", "PAI", "corn", , , "LAI_2000", , "20050613", , , , , , , , , , , , 
"US-ARM", "89619", "GRP_LAI", "PAI", "corn", , , "LAI_2000", , "20050613", , , , , , , , , , , , 
"US-ARM", "89620", "GRP_LAI", "PAI", "corn", , , "LAI_2000", , "20050613", , , , , , , , , , , , 
"US-ARM", "89621", "GRP_LAI", "PAI", "corn", , , "LAI_2000", , "20050613", , , , , , , , , , , , 
"US-ARM", "89622", "GRP_LAI", "PAI", "corn", , , "LAI_2000", , "20050708", , , , , , , , , , , , 
"US-ARM", "89623", "GRP_LAI", "PAI", "corn", , , "LAI_2000", , "20050708", , , , , , , , , , , , 
"US-ARM", "89624", "GRP_LAI", "PAI", "corn", , , "LAI_2000", , "20050708", , , , , , , , , , , , 
"US-ARM", "89625", "GRP_LAI", "PAI", "corn", , , "LAI_2000", , "20050708", , , , , , , , , , , , 
"US-ARM", "89626", "GRP_LAI", "PAI", "corn", , , "LAI_2000", , "20050719", , , , , , , , , , , , 
"US-ARM", "89627", "GRP_LAI", "PAI", "corn", , , "LAI_2000", , "20050719", , , , , , , , , , , , 
"US-ARM", "89628", "GRP_LAI", "PAI", "corn", , , "LAI_2000", , "20050719", , , , , , , , , , , , 
"US-ARM", "89629", "GRP_LAI", "PAI", "corn", , , "LAI_2000", , "20050719", , , , , , , , , , , , 
"US-ARM", "89630", "GRP_LAI", "PAI", "corn", , , "LAI_2000", , "20050913", , , , , , , , , , , , 
"US-ARM", "89631", "GRP_LAI", "PAI", "corn", , , "LAI_2000", , "20050913", , , , , , , , , , , , 
"US-ARM", "89632", "GRP_LAI", "PAI", "corn", , , "LAI_2000", , "20050913", , , , , , , , , , , , 
"US-ARM", "89633", "GRP_LAI", "PAI", "corn", , , "LAI_2000", , "20050913", , , , , , , , , , , , 
"US-ARM", "89634", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20060406", , , , , , , , , , , , 
"US-ARM", "89635", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20060406", , , , , , , , , , , , 
"US-ARM", "89636", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20060406", , , , , , , , , , , , 
"US-ARM", "89637", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20060406", , , , , , , , , , , , 
"US-ARM", "89638", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20060427", , , , , , , , , , , , 
"US-ARM", "89639", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20060427", , , , , , , , , , , , 
"US-ARM", "89640", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20060427", , , , , , , , , , , , 
"US-ARM", "89641", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20060427", , , , , , , , , , , , 
"US-ARM", "89642", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20060516", , , , , , , , , , , , 
"US-ARM", "89643", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20060516", , , , , , , , , , , , 
"US-ARM", "89644", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20060516", , , , , , , , , , , , 
"US-ARM", "89645", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20060516", , , , , , , , , , , , 
"US-ARM", "89646", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20060606", , , , , , , , , , , , 
"US-ARM", "89647", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20060606", , , , , , , , , , , , 
"US-ARM", "89648", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20060606", , , , , , , , , , , , 
"US-ARM", "89649", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20060606", , , , , , , , , , , , 
"US-ARM", "89650", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20070328", , , , , , , , , , , , 
"US-ARM", "89651", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20070328", , , , , , , , , , , , 
"US-ARM", "89652", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20070328", , , , , , , , , , , , 
"US-ARM", "89653", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20070328", , , , , , , , , , , , 
"US-ARM", "89654", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20070416", , , , , , , , , , , , 
"US-ARM", "89655", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20070416", , , , , , , , , , , , 
"US-ARM", "89656", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20070416", , , , , , , , , , , , 
"US-ARM", "89657", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20070416", , , , , , , , , , , , 
"US-ARM", "89658", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20070427", , , , , , , , , , , , 
"US-ARM", "89659", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20070427", , , , , , , , , , , , 
"US-ARM", "89660", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20070427", , , , , , , , , , , , 
"US-ARM", "89661", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20070427", , , , , , , , , , , , 
"US-ARM", "89662", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20070514", , , , , , , , , , , , 
"US-ARM", "89663", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20070514", , , , , , , , , , , , 
"US-ARM", "89664", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20070514", , , , , , , , , , , , 
"US-ARM", "89665", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20070514", , , , , , , , , , , , 
"US-ARM", "89666", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20070608", , , , , , , , , , , , 
"US-ARM", "89667", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20070608", , , , , , , , , , , , 
"US-ARM", "89668", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20070608", , , , , , , , , , , , 
"US-ARM", "89669", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20070608", , , , , , , , , , , , 
"US-ARM", "89670", "GRP_LAI", "PAI", "corn", , , "LAI_2000", , "20080612", , , , , , , , , , , , 
"US-ARM", "89671", "GRP_LAI", "PAI", "corn", , , "LAI_2000", , "20080612", , , , , , , , , , , , 
"US-ARM", "89672", "GRP_LAI", "PAI", "corn", , , "LAI_2000", , "20080612", , , , , , , , , , , , 
"US-ARM", "89673", "GRP_LAI", "PAI", "corn", , , "LAI_2000", , "20080612", , , , , , , , , , , , 
"US-ARM", "89674", "GRP_LAI", "PAI", "corn", , , "LAI_2000", , "20080630", , , , , , , , , , , , 
"US-ARM", "89675", "GRP_LAI", "PAI", "corn", , , "LAI_2000", , "20080630", , , , , , , , , , , , 
"US-ARM", "89676", "GRP_LAI", "PAI", "corn", , , "LAI_2000", , "20080630", , , , , , , , , , , , 
"US-ARM", "89677", "GRP_LAI", "PAI", "corn", , , "LAI_2000", , "20080630", , , , , , , , , , , , 
"US-ARM", "89678", "GRP_LAI", "PAI", "corn", , , "LAI_2000", , "20080716", , , , , , , , , , , , 
"US-ARM", "89679", "GRP_LAI", "PAI", "corn", , , "LAI_2000", , "20080716", , , , , , , , , , , , 
"US-ARM", "89680", "GRP_LAI", "PAI", "corn", , , "LAI_2000", , "20080716", , , , , , , , , , , , 
"US-ARM", "89681", "GRP_LAI", "PAI", "corn", , , "LAI_2000", , "20080716", , , , , , , , , , , , 
"US-ARM", "89682", "GRP_LAI", "PAI", "corn", , , "LAI_2000", , "20080806", , , , , , , , , , , , 
"US-ARM", "89683", "GRP_LAI", "PAI", "corn", , , "LAI_2000", , "20080806", , , , , , , , , , , , 
"US-ARM", "89684", "GRP_LAI", "PAI", "corn", , , "LAI_2000", , "20080806", , , , , , , , , , , , 
"US-ARM", "89685", "GRP_LAI", "PAI", "corn", , , "LAI_2000", , "20080806", , , , , , , , , , , , 
"US-ARM", "89686", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20090316", , , , , , , , , , , , 
"US-ARM", "89687", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20090316", , , , , , , , , , , , 
"US-ARM", "89688", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20090316", , , , , , , , , , , , 
"US-ARM", "89689", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20090316", , , , , , , , , , , , 
"US-ARM", "89690", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20090401", , , , , , , , , , , , 
"US-ARM", "89691", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20090401", , , , , , , , , , , , 
"US-ARM", "89692", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20090401", , , , , , , , , , , , 
"US-ARM", "89693", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20090401", , , , , , , , , , , , 
"US-ARM", "89694", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20090415", , , , , , , , , , , , 
"US-ARM", "89695", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20090415", , , , , , , , , , , , 
"US-ARM", "89696", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20090415", , , , , , , , , , , , 
"US-ARM", "89697", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20090415", , , , , , , , , , , , 
"US-ARM", "89698", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20090507", , , , , , , , , , , , 
"US-ARM", "89699", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20090507", , , , , , , , , , , , 
"US-ARM", "89700", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20090507", , , , , , , , , , , , 
"US-ARM", "89701", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20090507", , , , , , , , , , , , 
"US-ARM", "89702", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20090605", , , , , , , , , , , , 
"US-ARM", "89703", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20090605", , , , , , , , , , , , 
"US-ARM", "89704", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20090605", , , , , , , , , , , , 
"US-ARM", "89705", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20090605", , , , , , , , , , , , 
"US-ARM", "89706", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20100316", , , , , , , , , , , , 
"US-ARM", "89707", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20100316", , , , , , , , , , , , 
"US-ARM", "89708", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20100316", , , , , , , , , , , , 
"US-ARM", "89709", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20100316", , , , , , , , , , , , 
"US-ARM", "89710", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20100412", , , , , , , , , , , , 
"US-ARM", "89711", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20100412", , , , , , , , , , , , 
"US-ARM", "89712", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20100412", , , , , , , , , , , , 
"US-ARM", "89713", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20100412", , , , , , , , , , , , 
"US-ARM", "89714", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20100427", , , , , , , , , , , , 
"US-ARM", "89715", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20100427", , , , , , , , , , , , 
"US-ARM", "89716", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20100427", , , , , , , , , , , , 
"US-ARM", "89717", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20100427", , , , , , , , , , , , 
"US-ARM", "89718", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20100511", , , , , , , , , , , , 
"US-ARM", "89719", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20100511", , , , , , , , , , , , 
"US-ARM", "89720", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20100511", , , , , , , , , , , , 
"US-ARM", "89721", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20100511", , , , , , , , , , , , 
"US-ARM", "89722", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20120301", , , , , , , , , , , , 
"US-ARM", "89723", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20120301", , , , , , , , , , , , 
"US-ARM", "89724", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20120301", , , , , , , , , , , , 
"US-ARM", "89725", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20120301", , , , , , , , , , , , 
"US-ARM", "89726", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20120313", , , , , , , , , , , , 
"US-ARM", "89727", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20120313", , , , , , , , , , , , 
"US-ARM", "89728", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20120313", , , , , , , , , , , , 
"US-ARM", "89729", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20120313", , , , , , , , , , , , 
"US-ARM", "89730", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20120405", , , , , , , , , , , , 
"US-ARM", "89731", "GRP_LAI", "PAI", "wheat", , , "LAI_2000", , "20120405", , , , , , , , , , , , 
